id,order_date,ship_mode,customer_id,sales
152632,10/27/2016,Standard,842,40.2
152646,11/21/2016,Standard,474,32.4
152688,10/17/2016,First,272,436.96
152730,5/30/2016,Standard,3,1282.61
152765,6/15/2016,First,894,173.488
152800,4/13/2016,First,51,6.12
152814,4/28/2016,Standard,800,29.472
152940,11/10/2016,First,168,29.74
153101,9/8/2016,Same Day,694,146.04
153157,9/11/2016,First,963,224.75
153178,9/14/2016,Standard,68,1111.418
153185,9/3/2016,Standard,804,30.96
153269,3/9/2016,First,122,435.85
153318,10/25/2016,First,303,783.96
153346,1/25/2016,First,571,27.21
153353,8/18/2016,Standard,254,39.99
153577,6/27/2016,Standard,237,577.122
153598,12/3/2016,First,681,1761.85
153661,1/30/2016,First,427,381.804
153682,5/30/2016,First,488,839.988
153836,10/30/2016,Standard,817,143.702
154018,10/13/2016,Standard,939,362.342
154053,3/4/2016,Standard,225,16.99
154060,5/2/2016,Standard,992,187.056
154067,2/1/2016,Standard,823,105.52
154081,5/22/2016,Standard,573,222.384
154235,9/24/2016,Standard,798,127.95
154403,5/23/2016,Standard,686,4.98
154508,11/16/2016,Standard,897,28.4
154536,9/5/2016,Standard,92,9.555
154662,6/9/2016,Standard,504,692.94
154690,8/15/2016,Second,102,225.296
154711,11/22/2016,Standard,619,72.892
154739,12/10/2016,Second,757,321.568
154767,6/28/2016,Second,417,475.86
154788,4/30/2016,Standard,125,7.712
154998,4/7/2016,First,865,37.94
155005,6/13/2016,Second,837,377.97
155033,10/7/2016,Standard,979,10.56
155138,9/8/2016,Standard,94,99.872
155166,12/26/2016,Standard,465,239.43
155187,9/24/2016,Second,769,83.66
155383,12/17/2016,Standard,325,46.53
155439,9/14/2016,Standard,771,25.92
155446,12/16/2016,Standard,876,21.21
155474,7/8/2016,Standard,239,127.28
155481,9/1/2016,Standard,299,71.156
155488,11/13/2016,Standard,421,44.02
155516,10/21/2016,Same Day,801,1179.27
155530,12/17/2016,Standard,161,2003.52
155551,4/18/2016,Standard,69,240.04
155565,5/28/2016,Same Day,590,54.9
155670,8/13/2016,Second,771,21.504
155747,6/14/2016,Standard,466,337.176
155845,8/12/2016,Second,697,1399.944
155978,8/1/2016,Same Day,209,1085.688
155992,10/1/2016,First,427,111.75
156251,8/13/2016,Second,326,250.48
156265,8/2/2016,Second,565,482.584
156300,12/29/2016,Standard,508,754.45
156503,10/14/2016,Standard,619,305.248
156573,5/29/2016,Standard,20,60.485
156685,7/8/2016,Second,258,911.256
156748,11/30/2016,Standard,774,933.95
156811,10/27/2016,Standard,842,68.952
157000,7/16/2016,Standard,794,57.24
157161,7/16/2016,Second,391,199.18
157217,7/19/2016,First,648,425.954
157245,5/19/2016,Standard,935,641.96
157259,12/24/2016,Standard,442,799.56
157266,5/26/2016,Standard,923,83.15
157280,11/5/2016,First,298,1120.73
157336,12/1/2016,Second,727,840
157364,11/19/2016,First,191,18.48
157511,9/18/2016,First,37,107.396
157588,7/14/2016,Standard,864,88.15
157686,10/1/2016,First,855,194.848
157707,10/10/2016,First,943,227.658
157714,9/26/2016,Second,650,9.99
157742,12/29/2016,Second,623,27.792
157749,6/4/2016,Second,322,677.949
157763,7/18/2016,Standard,822,140.81
157791,12/23/2016,Second,472,1999.96
157868,12/23/2016,Standard,222,24.85
158001,8/23/2016,Standard,252,1091.44
158043,1/31/2016,Second,845,23.36
158099,9/3/2016,First,262,1422.252
158155,5/2/2016,Standard,237,330.82
158211,1/4/2016,Standard,751,109.252
158260,11/4/2016,Standard,164,686.4
158302,12/8/2016,Second,816,10.584
158358,3/4/2016,Standard,848,159.98
158435,5/17/2016,First,427,253.03
158547,5/30/2016,Standard,819,123.92
158568,8/29/2016,Standard,233,162.388
158575,11/18/2016,Standard,342,103.968
158610,9/19/2016,First,537,69.52
158617,9/22/2016,Standard,787,35.88
158694,11/10/2016,Second,2,1467.134
158778,9/5/2016,Standard,646,1024.637
158806,1/7/2016,Standard,187,48.996
158834,3/13/2016,First,903,361.104
158841,2/2/2016,Second,316,8805.04
158869,8/6/2016,First,677,70.88
158925,10/24/2016,Standard,490,15.552
159009,9/23/2016,Standard,843,197.968
159016,3/10/2016,First,260,4173.812
159023,11/3/2016,First,509,184.149
159142,4/4/2016,First,329,177.78
159212,11/1/2016,Standard,606,273.59
159345,6/17/2016,Standard,672,111.96
159373,3/13/2016,Standard,395,628.937
159639,11/27/2016,Standard,218,31.56
159653,5/22/2016,Same Day,217,14.73
159695,4/5/2016,Second,471,158.368
159730,9/17/2016,Standard,221,219.472
159737,9/3/2016,Standard,505,8.808
159765,5/9/2016,Second,5,27.86
159891,1/31/2016,Standard,843,1396.35
159912,8/29/2016,Standard,493,419.87
159940,7/7/2016,Second,347,339.98
159989,12/9/2016,Standard,598,40.68
160108,12/8/2016,Standard,981,1085.87
160129,11/23/2016,Same Day,550,100.616
160136,11/3/2016,Standard,170,9.248
160220,10/20/2016,Standard,705,338.54
160234,6/26/2016,Standard,991,135.95
160241,11/29/2016,Second,76,242.176
160304,1/2/2016,Standard,225,405.92
160479,9/15/2016,Standard,433,35.4
160486,12/30/2016,Standard,484,72.224
160500,5/5/2016,First,303,305.496
160535,11/25/2016,Standard,886,883.32
160598,8/26/2016,First,812,31.008
160717,6/6/2016,Standard,954,3528.488
160745,12/11/2016,Second,671,633.176
160815,9/5/2016,First,56,278.4
160941,7/21/2016,Standard,587,423.05
161025,12/3/2016,Standard,994,772.68
161095,6/28/2016,Same Day,561,41.32
161158,5/9/2016,Standard,729,8
161207,8/29/2016,Standard,385,27.93
161361,3/26/2016,Second,921,34.68
161389,12/5/2016,Standard,239,407.976
161473,4/1/2016,Standard,980,46.002
161543,5/10/2016,Standard,862,11.96
161662,2/7/2016,First,18,30.352
161669,11/7/2016,First,5,90.396
161676,7/18/2016,Standard,575,33.8
161746,10/21/2016,Standard,444,615.406
161781,9/29/2016,First,883,40.88
161816,4/28/2016,First,358,385.288
161907,4/5/2016,Standard,307,887.966
161928,6/27/2016,Second,545,201.584
162082,3/14/2016,First,428,392.06
162110,7/18/2016,Standard,907,55.992
162138,4/23/2016,Standard,273,351.51
162159,9/16/2016,First,176,121.78
162187,12/11/2016,Same Day,792,1252.636
162222,4/3/2016,Same Day,640,10.272
162236,11/4/2016,Second,265,1106.924
162313,11/27/2016,First,377,167.292
162348,11/10/2016,Standard,74,9.98
162355,6/30/2016,Second,153,1302.83
162383,9/5/2016,Standard,957,103.054
162390,12/6/2016,Standard,4,1671.08
162404,7/23/2016,Standard,581,11.416
162614,10/7/2016,Standard,330,27.264
162726,12/27/2016,Standard,262,34.048
162733,5/11/2016,First,26,5.98
162747,3/20/2016,Second,520,86.45
162901,3/28/2016,First,25,31.4
162943,7/24/2016,Second,198,253.764
163048,2/8/2016,Standard,868,241.5
163153,3/21/2016,Standard,416,100.716
163167,11/28/2016,Second,688,2673.69
163174,8/26/2016,Standard,68,186.54
163202,9/27/2016,Standard,264,2.907
163216,10/7/2016,First,341,4.928
163328,11/4/2016,Second,559,1465.032
163384,11/10/2016,First,325,45.616
163398,5/3/2016,Standard,327,55.972
163573,11/24/2016,First,441,1219.96
163594,4/12/2016,First,17,250.416
163636,12/5/2016,Second,524,3.536
163755,11/4/2016,Second,840,209.88
163776,7/19/2016,Standard,907,1110.5
163804,12/2/2016,Standard,569,2781.77
163937,1/10/2016,Second,542,24.85
163951,12/30/2016,First,510,16.52
163972,10/17/2016,Standard,860,120.666
163986,9/3/2016,Standard,518,54.5
164035,6/12/2016,Standard,750,23.12
164091,9/17/2016,Standard,247,547.33
164154,9/11/2016,Standard,962,59.948
164350,9/10/2016,Second,689,67.56
164399,11/12/2016,First,536,878.328
164483,1/30/2016,Standard,866,17.456
164490,9/5/2016,Second,856,9.248
164511,11/19/2016,Standard,128,147.912
164574,7/29/2016,Standard,233,732.156
164637,3/4/2016,Standard,514,128.4
164672,5/8/2016,Second,145,211.96
164735,4/14/2016,Second,413,81.2
164770,12/2/2016,Second,530,812.68
164784,5/1/2016,First,222,377.346
164889,6/3/2016,Second,479,71.088
164896,11/7/2016,Standard,290,12.9
164924,7/10/2016,Same Day,888,341.991
164938,2/11/2016,First,648,69.93
165015,2/25/2016,Second,19,46.72
165148,10/22/2016,First,236,31.4
165169,6/5/2016,Standard,730,386.48
165218,3/5/2016,Standard,203,162.344
165316,7/23/2016,Standard,942,324.387
165330,12/11/2016,Same Day,595,1937.924
165470,11/25/2016,Standard,806,5.08
165484,10/23/2016,Standard,363,70.972
165561,11/24/2016,Standard,218,25.35
165673,5/15/2016,Second,295,15.232
165820,9/26/2016,Standard,242,12.96
165827,11/4/2016,Standard,990,50.496
165848,6/4/2016,Same Day,967,1562.694
165918,9/10/2016,Standard,712,143.24
165995,8/30/2016,Standard,645,387
166163,8/15/2016,Second,208,75.126
166226,11/18/2016,Standard,547,129.032
166240,6/24/2016,Standard,879,8.712
166275,10/24/2016,Same Day,641,199.99
166282,4/16/2016,Standard,636,158.256
166373,10/21/2016,Standard,470,106.08
166380,5/30/2016,Standard,304,138.53
166429,9/2/2016,Standard,891,999.98
166443,11/4/2016,First,362,38.29
166485,2/20/2016,Standard,717,16.496
166618,11/14/2016,Standard,799,37.63
166625,4/14/2016,First,49,25.06
166653,9/22/2016,Second,459,63.968
166674,4/1/2016,Second,867,560.78
166772,9/20/2016,Standard,523,163.88
166912,1/15/2016,First,474,81.98
167115,4/4/2016,Standard,974,588.784
167241,8/15/2016,Standard,829,533.09
167290,10/30/2016,Standard,456,11.68
167416,5/12/2016,Standard,802,54.9
167507,12/22/2016,Standard,266,65.944
167556,3/29/2016,Standard,771,498.608
167584,8/12/2016,Same Day,492,6.48
167605,4/28/2016,Second,569,30.344
167682,4/3/2016,Standard,749,331.08
167759,3/3/2016,Second,550,134.85
167983,8/21/2016,Second,864,33.44
168032,1/30/2016,Standard,965,2067.796
168046,1/25/2016,Second,892,831.502
168081,4/24/2016,Second,268,258.696
168354,9/19/2016,First,864,2545.12
168361,6/21/2016,Standard,677,0.836
168536,12/20/2016,Standard,812,66.3
168543,7/3/2016,Standard,985,706.86
168557,9/19/2016,Standard,582,8.928
168753,5/29/2016,Second,247,1002.7
168774,9/4/2016,Standard,657,535.41
168830,11/7/2016,Standard,464,479.97
168844,5/31/2016,Standard,976,186.852
168893,11/3/2016,Second,460,903.77
168921,10/20/2016,First,217,19.296
168956,2/16/2016,Standard,931,167.182
169026,8/8/2016,Standard,567,23.34
169103,3/8/2016,Standard,797,1466.32
169166,5/9/2016,Standard,691,93.98
169194,6/20/2016,Standard,669,66.8
169215,7/14/2016,Second,800,29.61
169334,10/21/2016,Second,998,111.672
169663,3/10/2016,First,221,3384.45
169670,12/25/2016,Standard,186,2563.056
169824,12/12/2016,Standard,592,107.07
169838,11/25/2016,Standard,445,1745.91
169887,10/22/2016,Same Day,992,116.96
169922,6/11/2016,Standard,147,22.16
169943,5/19/2016,Standard,140,821.224
169957,9/26/2016,Standard,286,366.78
169971,9/4/2016,Standard,577,66.288
100013,11/6/2017,Standard,912,29.69
100055,5/28/2017,Standard,659,152.59
100097,11/26/2017,Second,900,1115.25
100111,9/20/2017,Standard,223,7359.918
100160,9/7/2017,Standard,412,49.688
100202,12/31/2016,Standard,208,302.376
100223,7/5/2017,Standard,360,396.394
100230,12/11/2017,Standard,200,149.872
100237,10/15/2017,Standard,18,11.68
100314,9/29/2017,Standard,14,372.446
100335,9/7/2017,Standard,981,73.008
100356,10/21/2017,Standard,975,23.992
100384,6/24/2017,Standard,433,421.42
100412,12/22/2017,Standard,47,141.96
100426,6/4/2017,Standard,728,12.48
100433,8/11/2017,Standard,854,25.92
100524,3/31/2017,Second,465,782.4
100580,8/13/2017,Standard,395,36.024
100601,11/16/2017,Standard,896,48.86
100615,4/20/2017,Standard,217,347.378
100622,11/3/2017,Standard,124,1030.742
100636,6/26/2017,Standard,586,272.94
100650,6/29/2017,Second,940,1295.78
100748,5/13/2017,Standard,7,58.48
100783,9/4/2017,Second,988,30.384
100811,11/21/2017,First,382,47.744
100825,9/9/2017,Standard,140,99.87
100902,11/17/2017,Standard,155,699.4
100951,6/9/2017,First,1,720.76
101014,8/29/2017,Standard,34,148.02
101042,11/19/2017,Standard,405,843.84
101049,6/21/2017,Second,374,59.176
101077,3/25/2017,Second,625,6.848
101182,9/4/2017,First,844,56.136
101210,8/25/2017,Second,539,13.152
101245,11/27/2017,Standard,468,410.71
101273,8/27/2017,Second,707,14.336
101308,10/2/2017,Standard,770,93.724
101322,12/28/2017,First,950,340.704
101434,6/20/2017,Standard,186,249.79
101483,7/29/2017,Second,79,61.216
101574,9/28/2017,Standard,154,9.24
101581,10/22/2017,Standard,947,177.225
101637,3/24/2017,Same Day,793,12.768
101665,11/25/2017,Standard,924,5.16
101700,4/23/2017,First,873,30.352
101728,8/19/2017,Standard,888,2.296
101749,10/3/2017,Standard,864,171.288
101798,12/11/2017,Standard,323,63.34
101805,12/1/2017,Standard,752,627.84
101945,11/24/2017,Standard,7,10.824
101959,2/28/2017,Standard,261,17.62
102099,12/18/2017,First,870,51.99
102155,7/13/2017,Standard,760,373.94
102197,12/20/2017,Standard,634,364.272
102204,5/1/2017,Standard,942,3740.51
102218,9/2/2017,Second,214,11.696
102267,11/30/2017,Standard,915,2.368
102309,9/23/2017,Second,404,212.91
102337,6/13/2017,First,893,683.022
102379,12/2/2017,Standard,506,1378.948
102407,12/9/2017,Second,306,1096.488
102414,5/15/2017,Second,282,49.896
102519,11/27/2017,First,181,190.67
102554,6/11/2017,Standard,832,3.76
102610,11/4/2017,Standard,761,248.396
102659,12/9/2017,Standard,59,54.9
102729,10/26/2017,Standard,295,55.616
102736,9/5/2017,Standard,606,177.08
102750,9/4/2017,Second,277,1322.352
102771,3/31/2017,Standard,330,84.95
102820,5/7/2017,Standard,564,419.944
102834,3/9/2017,Standard,401,199.98
102925,11/5/2017,Second,766,796.036
102946,6/30/2017,Standard,222,75.792
102967,9/22/2017,Standard,840,67.4
102974,9/19/2017,Standard,684,190.01
103009,11/3/2017,Second,128,26.4
103065,10/20/2017,Same Day,116,59.824
103156,11/23/2017,First,688,24.048
103212,10/13/2017,First,433,1541.51
103352,11/27/2017,Second,90,114.414
103380,11/21/2017,Standard,746,739.736
103415,12/3/2017,Standard,132,13.592
103443,12/17/2017,Standard,3,315.896
103478,7/21/2017,Second,572,97.056
103499,11/20/2017,Standard,34,209.568
103506,7/23/2017,Standard,872,41.4
103520,9/23/2017,First,925,9.248
103611,9/12/2017,First,653,8.36
103765,11/24/2017,Standard,529,13.762
103877,9/7/2017,Standard,247,1577.94
103968,12/1/2017,Standard,178,629.64
104003,10/7/2017,Standard,77,307.666
104010,4/23/2017,First,660,54.9
104024,8/29/2017,Second,610,9.408
104066,12/5/2017,Standard,388,205.03
104080,3/8/2017,Standard,27,174.56
104108,12/2/2017,Standard,69,12.16
104136,11/1/2017,Second,569,230.69
104220,1/30/2017,Standard,656,340.22
104318,5/13/2017,Standard,866,20.768
104381,12/16/2017,Standard,518,33.376
104388,7/5/2017,First,416,79.96
104577,5/12/2017,Standard,150,87.6
104619,1/24/2017,Standard,637,412.996
104640,11/10/2017,Standard,429,1362.056
104647,2/23/2017,Standard,683,37.44
104731,7/21/2017,Standard,25,951.98
104745,5/29/2017,Standard,616,79.344
104801,2/13/2017,Standard,676,914.12
104822,10/20/2017,Same Day,40,24.55
104850,6/13/2017,Standard,690,291.136
104864,11/18/2017,Second,694,552.856
104885,3/2/2017,Standard,485,627.48
104906,2/13/2017,Standard,827,17.94
104913,11/18/2017,Standard,413,74.95
104927,12/22/2017,Standard,910,108.13
105053,7/7/2017,Second,72,17.472
105074,6/24/2017,Standard,765,21.744
105130,11/21/2017,Standard,5,52.496
105144,11/4/2017,Standard,302,23.68
105193,3/25/2017,Standard,90,11.05
105214,6/16/2017,First,380,1231.5
105235,12/5/2017,Standard,35,334.52
105326,8/20/2017,Standard,349,25.92
105333,11/30/2017,Standard,94,899.11
105410,3/19/2017,First,899,976.828
105445,2/20/2017,Second,532,9.432
105480,12/20/2017,Standard,6,13.464
105487,10/8/2017,Standard,273,419.832
105543,11/24/2017,Same Day,995,33.29
105620,12/25/2017,First,271,141
105669,9/17/2017,Second,638,1749.902
105809,2/20/2017,First,41,238.198
105823,6/22/2017,Standard,583,487.96
105851,3/13/2017,Standard,710,1332.496
105886,12/18/2017,Standard,509,18.96
105914,10/2/2017,Standard,958,1687.26
105921,8/14/2017,Standard,190,418.296
105991,5/5/2017,First,29,120.783
106033,10/15/2017,Second,164,87.92
106047,7/12/2017,Standard,116,3.816
106068,10/23/2017,Standard,641,337.818
106103,6/10/2017,Standard,113,132.52
106180,9/18/2017,Standard,126,163.38
106355,4/2/2017,First,124,11.12
106432,10/19/2017,Standard,283,330.4712
106537,8/12/2017,Standard,541,20.736
106691,11/6/2017,Standard,250,1.248
106747,7/3/2017,First,449,102.3
106782,12/21/2017,Standard,773,375.34
106824,7/7/2017,Standard,636,5.94
106831,6/1/2017,First,273,189.918
106852,6/20/2017,Standard,874,36.352
106859,3/13/2017,Second,690,780.086
106943,11/14/2017,Standard,151,8.64
106964,12/17/2017,First,35,11.808
107125,11/27/2017,Standard,666,136.328
107132,6/26/2017,Standard,980,913.168
107167,6/10/2017,Standard,266,1347.52
107174,11/6/2017,Standard,116,2595.388
107209,7/27/2017,Second,424,194.848
107244,9/7/2017,Standard,339,19.76
107265,4/6/2017,Standard,773,106.32
107293,9/5/2017,First,851,2.78
107314,11/30/2017,First,672,25.83
107321,8/31/2017,Standard,169,696.08
107342,12/17/2017,Standard,249,28.16
107461,12/21/2017,Second,145,23.88
107503,1/1/2017,Standard,689,48.896
107517,2/5/2017,Standard,585,2011.9
107552,5/5/2017,Same Day,892,6.68
107629,12/14/2017,Same Day,82,457.176
107713,3/13/2017,Standard,485,174.3
107720,11/6/2017,Standard,952,46.26
107727,10/19/2017,Second,318,29.472
107748,12/10/2017,Second,411,108.8
107797,5/8/2017,Second,600,41.472
107825,11/18/2017,Same Day,221,143.48
107832,11/23/2017,Second,849,7.476
107853,5/26/2017,Standard,98,12.96
107874,11/21/2017,Standard,846,27.42
107909,9/1/2017,Standard,478,42.91
107958,7/2/2017,First,116,169.192
107986,12/13/2017,Same Day,210,31.44
108000,1/12/2017,Standard,806,9.78
108035,11/29/2017,Standard,723,491.888
108070,4/16/2017,Standard,417,308.753
108091,11/16/2017,Standard,944,23.36
108112,11/15/2017,Standard,217,559.2
108287,12/18/2017,First,493,12.672
108294,12/10/2017,Same Day,249,34.5
108322,4/30/2017,Standard,68,26.056
108329,12/9/2017,Standard,567,444.768
108441,6/12/2017,Standard,195,954.548
108539,3/21/2017,Second,644,745.28
108553,4/23/2017,Standard,170,244.65
108560,7/8/2017,Standard,441,1058.108
108574,10/7/2017,Standard,194,1324.574
108749,9/12/2017,First,954,91.14
108756,12/25/2017,Standard,861,31.8
108791,7/27/2017,Standard,428,558.81
108854,12/8/2017,Standard,336,243.584
108910,9/24/2017,Standard,884,103.056
108931,9/14/2017,Standard,648,20.12
109085,2/17/2017,First,923,1448.853
109099,10/6/2017,Standard,928,40.99
109183,12/4/2017,Standard,971,649
109211,4/4/2017,Standard,805,16.98
109393,6/30/2017,Second,322,435.999
109589,12/21/2017,First,328,71
109701,12/2/2017,Same Day,549,178.89
109715,12/9/2017,Standard,311,15.984
109750,7/22/2017,Standard,273,29.97
109757,9/4/2017,Second,17,49.704
109778,7/16/2017,Standard,169,2.912
109946,4/16/2017,Standard,437,16.52
109960,12/9/2017,Second,823,188.24
110198,5/1/2017,First,327,318.96
110212,5/1/2017,Standard,815,48.9
110310,10/27/2017,Standard,902,68.967
110373,10/27/2017,Second,585,34.24
110380,9/2/2017,Standard,89,6.57
110429,11/3/2017,Standard,65,11.673
110443,11/21/2017,Standard,736,1242.632
110478,3/4/2017,Standard,862,24.57
110625,12/23/2017,Standard,370,27.46
110821,8/7/2017,First,461,237.608
110842,11/11/2017,Standard,203,151.93
110884,3/7/2017,Standard,973,117.51
110905,9/10/2017,Second,34,808.92
110926,11/19/2017,Standard,156,25.06
110940,7/23/2017,Standard,981,121.536
111178,6/15/2017,Standard,305,19.56
111220,9/2/2017,Standard,709,257.508
111262,10/28/2017,Second,673,65.728
111269,6/16/2017,Second,71,503.872
111332,5/20/2017,Second,693,891.53
111374,2/24/2017,Standard,621,4.956
111388,9/2/2017,Same Day,665,215.976
111556,11/20/2017,First,342,1559.668
111577,10/16/2017,Standard,558,307.776
111591,3/21/2017,Standard,401,425.056
111647,7/3/2017,Standard,368,167.968
111689,11/30/2017,Second,855,1311.372
111717,10/10/2017,Standard,606,239.358
111738,1/3/2017,Standard,389,2031.392
111759,7/8/2017,Standard,209,52.76
111808,12/16/2017,Standard,531,10.8
111815,3/3/2017,Standard,901,280.96
112004,9/25/2017,First,562,199.491
112039,3/25/2017,Standard,185,470.376
112172,6/10/2017,Second,992,14.13
112333,4/8/2017,Standard,642,2633.51
112431,10/12/2017,Second,813,441.72
112473,5/25/2017,Standard,718,50.136
112487,12/26/2017,Standard,657,3.132
112515,9/17/2017,Second,3,1782.104
112529,11/19/2017,First,859,749.892
112536,5/18/2017,Standard,413,17.798
112725,1/30/2017,Standard,950,142.344
112753,6/18/2017,Standard,818,956.8035
112774,9/11/2017,First,925,34.504
112809,8/18/2017,Standard,549,228.188
112844,11/13/2017,Second,486,198.55
112865,5/18/2017,Standard,891,36.048
112900,4/9/2017,Second,831,478.24
112956,8/21/2017,Standard,692,394.48
112984,9/16/2017,Second,59,20.544
113075,9/2/2017,Standard,405,40.68
113208,3/26/2017,Standard,507,60.84
113278,1/14/2017,Standard,402,358.7
113355,12/1/2017,Standard,220,536.858
113418,10/1/2017,First,820,1704.89
113453,10/21/2017,Standard,385,401.364
113460,11/7/2017,Second,712,272.97
113474,3/30/2017,First,185,325.86
113481,1/2/2017,First,78,740.214
113530,5/19/2017,Second,89,726.828
113558,10/21/2017,Standard,42,729.648
113572,11/7/2017,Standard,803,7.88
113670,10/15/2017,First,974,715.19
113705,3/27/2017,Second,167,874.8
113873,11/13/2017,Standard,332,267.7912
113908,6/3/2017,Standard,7,508.788
114055,12/25/2017,Second,722,819.28
114216,9/2/2017,Standard,873,12.192
114258,11/5/2017,Second,681,492.768
114370,3/14/2017,Second,970,49.616
114412,4/15/2017,Standard,263,15.552
114440,9/14/2017,Second,326,19.05
114524,3/31/2017,Second,267,13.468
114552,9/2/2017,Standard,572,15.072
114636,8/25/2017,Standard,565,192.16
114804,10/17/2017,Second,224,52.792
115070,4/10/2017,Second,983,16.739
115105,2/6/2017,Standard,847,240.784
115119,10/26/2017,Standard,226,142.98
115154,1/8/2017,First,841,892.98
115175,8/7/2017,Standard,776,244.55
115322,5/11/2017,Second,150,43.92
115364,6/26/2017,Standard,528,83.76
115427,12/30/2017,Standard,536,34.624
115448,11/11/2017,First,994,88.92
115546,5/14/2017,Standard,925,562.55
115602,12/18/2017,Standard,249,2888.518
115651,7/9/2017,First,125,67.304
115777,8/19/2017,Standard,899,19.44
115805,7/31/2017,Same Day,811,36.792
115882,9/14/2017,First,922,1017.136
115931,12/22/2017,Standard,509,126.98
115994,1/28/2017,Second,575,277.71
116113,10/2/2017,Second,292,10.16
116127,6/25/2017,Second,658,400.784
116204,2/11/2017,Second,417,21.336
116225,11/5/2017,Standard,577,390.75
116288,3/12/2017,Standard,198,242.94
116358,11/2/2017,Standard,993,46.02
116498,5/30/2017,Standard,452,35.1
116519,10/13/2017,First,123,904.9
116645,11/30/2017,Standard,377,155.94
116680,9/4/2017,Second,237,1491.616
116715,12/2/2017,First,946,678.1
116855,12/17/2017,Standard,425,504.9
116939,9/25/2017,Standard,923,177.55
116946,12/19/2017,Standard,564,193.634
116953,4/24/2017,First,100,552
116988,6/27/2017,Second,124,1433.19
117009,9/22/2017,Standard,888,21.96
117023,8/7/2017,Standard,615,116.48
117044,9/11/2017,Second,656,31.072
117079,10/23/2017,Standard,85,863.88
117114,10/31/2017,Standard,364,518.68
117128,12/5/2017,Second,774,32.67
117156,3/21/2017,Second,719,8.856
117198,8/31/2017,Standard,78,659.9
117212,2/26/2017,Second,468,2110.72
117240,7/23/2017,Standard,751,13.128
117261,9/4/2017,Standard,940,54.32
117324,12/8/2017,Standard,841,1816.36
117394,9/4/2017,Standard,604,19.04
117401,5/18/2017,Second,768,865
117422,10/21/2017,Standard,366,171.848
117436,6/8/2017,Standard,895,10.36
117443,12/23/2017,Second,824,189.712
117457,12/8/2017,Standard,152,3955.507
117485,9/23/2017,Standard,421,291.96
117513,3/3/2017,Standard,605,399.672
117632,5/12/2017,Standard,760,551.038
117646,8/21/2017,Standard,254,266.52
117653,10/19/2017,Standard,372,91.275
117667,12/4/2017,Standard,120,588.008
117695,8/5/2017,First,360,13.76
117702,11/28/2017,Standard,476,1071.74
117807,10/1/2017,Standard,269,104.85
117821,6/12/2017,Standard,999,63.92
117863,5/18/2017,Standard,797,17.608
117870,1/27/2017,Second,483,193.974
117926,12/8/2017,Second,431,69.48
117933,12/24/2017,Standard,383,35.91
117947,8/18/2017,Second,721,283.774
118003,12/4/2017,Standard,298,498.15
118017,12/3/2017,Second,90,306.36
118122,11/17/2017,Standard,829,13.904
118136,9/16/2017,First,564,14.8
118199,5/9/2017,First,5,805.99
118213,11/5/2017,First,843,240.15
118346,7/23/2017,First,589,399.95
118360,4/1/2017,Standard,256,42.93
118367,10/28/2017,Second,701,47.98
118402,9/29/2017,Standard,683,243.92
118437,6/17/2017,Second,407,169.28
118521,2/16/2017,Standard,263,37.94
118542,12/1/2017,Standard,586,55.488
118577,10/6/2017,Standard,17,150.18
118640,7/20/2017,Standard,952,78.504
118668,1/2/2017,Second,308,16.59
118724,7/21/2017,Second,82,1629.712
118731,11/20/2017,Second,749,126.656
118773,2/9/2017,Standard,877,397.744
118857,4/15/2017,First,362,196.45
118864,6/15/2017,Second,190,119.96
118885,12/29/2017,Standard,224,695.944
118892,8/17/2017,Second,82,4416.174
119004,11/23/2017,Standard,549,105.408
119011,8/20/2017,Standard,114,351.66
119193,12/22/2017,First,283,631.599
119284,6/15/2017,Standard,303,2942.784
119305,11/30/2017,Standard,4,173.8
119389,4/17/2017,First,878,60.312
119424,6/12/2017,Second,316,91.416
119452,3/21/2017,Standard,570,1805.88
119494,11/9/2017,Standard,486,523.392
119564,12/15/2017,Standard,612,22.77
119578,12/22/2017,Second,330,916.14
119655,4/20/2017,Standard,41,183.42
119669,1/24/2017,Standard,248,5.67
119746,11/23/2017,Standard,870,240.368
119809,8/18/2017,Standard,408,3859.488
119914,5/4/2017,Second,23,243.16
120019,2/16/2017,Standard,476,594.5
120061,11/2/2017,Second,689,155.372
120168,5/25/2017,Same Day,981,806.05
120222,4/25/2017,Standard,869,92.394
120327,11/11/2017,Standard,298,45.92
120376,12/22/2017,First,306,2283.43
120404,11/20/2017,Second,106,623.93
120614,5/30/2017,Standard,606,37.52
120705,9/5/2017,Standard,70,147.184
120719,3/23/2017,First,348,34.76
120761,9/4/2017,Standard,364,91.96
120894,4/28/2017,Standard,881,28.08
120936,12/17/2017,Standard,139,495.3
120999,9/10/2017,Standard,652,147.168
121027,8/18/2017,Standard,687,2340.06
121048,7/14/2017,Standard,522,988.204
121083,7/9/2017,Standard,53,847.46
121125,5/30/2017,Standard,476,205.744
121160,11/4/2017,Same Day,266,65.84
121195,12/24/2017,First,632,264.32
121216,12/23/2017,Second,912,57.984
121258,2/26/2017,Standard,719,380.136
121293,7/25/2017,Second,345,477.092
121300,9/29/2017,Same Day,439,693.13
121314,9/23/2017,First,407,251.64
121398,12/25/2017,Standard,289,424.172
121412,9/23/2017,Standard,135,29.328
121419,4/2/2017,First,687,771.8
121468,11/19/2017,First,560,31.968
121489,8/21/2017,Second,370,994.464
