order_item_id,order_id,product_id,quantity,unit_price,total_price,order_date,order_status,created_at,updated_at
7927,159639,B092QS2WYZ,1,484.38,484.38,11/27/2016,completed,08:41.0,08:41.0
7928,159653,B0DTJHD491,3,89,267,5/22/2016,completed,08:41.0,08:41.0
7929,159653,B09WD4B76G,3,174,522,5/22/2016,completed,08:41.0,08:41.0
7930,159653,B09JXL4X4N,2,290,580,5/22/2016,completed,08:41.0,08:41.0
7931,159695,B0BG8QF8MM,1,187.43,187.43,4/5/2016,completed,08:41.0,08:41.0
7932,159695,B0BJ7N51C8,3,177.69,533.07,4/5/2016,completed,08:41.0,08:41.0
7933,159730,B0D3HZKKSQ,2,87.05,174.1,9/17/2016,completed,08:41.0,08:41.0
7934,159730,B0CB7TTDP3,1,62.57,62.57,9/17/2016,completed,08:41.0,08:41.0
7935,159737,B086W6K44B,3,119,357,9/3/2016,completed,08:41.0,08:41.0
7936,159737,B093BGH7WL,2,76.81,153.62,9/3/2016,completed,08:41.0,08:41.0
7937,159737,B07MBXT7ZF,2,39,78,9/3/2016,completed,08:41.0,08:41.0
7938,159765,B07BVH7J3P,3,58.5,175.5,5/9/2016,completed,08:41.0,08:41.0
7939,159765,B0DDN39D17,1,252.77,252.77,5/9/2016,completed,08:41.0,08:41.0
7940,159765,B081JQRX9Q,1,32.71,32.71,5/9/2016,completed,08:41.0,08:41.0
7941,159891,B0D9QZYR8J,1,449.33,449.33,1/31/2016,completed,08:41.0,08:41.0
7942,159912,B0CDHLB35S,2,122.48,244.96,8/29/2016,completed,08:41.0,08:41.0
7943,159912,B09VXK2FTP,2,75.21,150.42,8/29/2016,completed,08:41.0,08:41.0
7944,159912,B01M3XM95M,1,29.19,29.19,8/29/2016,completed,08:41.0,08:41.0
7945,159940,B09CKRCS6K,1,43.99,43.99,7/7/2016,completed,08:41.0,08:41.0
7946,159940,B07T89YG3Y,2,49,98,7/7/2016,completed,08:41.0,08:41.0
7947,159940,B07N66KZS2,1,18.9,18.9,7/7/2016,completed,08:41.0,08:41.0
7948,159940,B07S6NTC24,2,150,300,7/7/2016,completed,08:41.0,08:41.0
7949,159989,B07XTJDJHN,1,40.8,40.8,12/9/2016,completed,08:41.0,08:41.0
7950,159989,B0DFCY8TDH,3,69,207,12/9/2016,completed,08:41.0,08:41.0
7951,160108,B07T7P23SY,3,149,447,12/8/2016,completed,08:41.0,08:41.0
7952,160108,B09WPNG5P1,1,89,89,12/8/2016,completed,08:41.0,08:41.0
7953,160108,B078SCBYND,3,99,297,12/8/2016,completed,08:41.0,08:41.0
7954,160108,B0DG2LV1JK,3,44.79,134.37,12/8/2016,completed,08:41.0,08:41.0
7955,160129,B083Y85X6F,3,78,234,11/23/2016,completed,08:41.0,08:41.0
7956,160129,B07F1LK7KC,1,39.99,39.99,11/23/2016,completed,08:41.0,08:41.0
7957,160129,B09PJPHQ4D,3,78,234,11/23/2016,completed,08:41.0,08:41.0
7958,160129,B0943XFGV9,2,29.58,59.16,11/23/2016,completed,08:41.0,08:41.0
7959,160136,B08YNDF6JK,3,91.79,275.37,11/3/2016,completed,08:41.0,08:41.0
7960,160136,B0D93F98BC,2,21.76,43.52,11/3/2016,completed,08:41.0,08:41.0
7961,160220,B0CN854MLC,2,595,1190,10/20/2016,completed,08:41.0,08:41.0
7962,160220,B07FYNTXNK,2,46,92,10/20/2016,completed,08:41.0,08:41.0
7963,160220,B07MPCY8GL,3,76.89,230.67,10/20/2016,completed,08:41.0,08:41.0
7964,160234,B08V1PTB9N,3,104.5,313.5,6/26/2016,completed,08:41.0,08:41.0
7965,160234,B0CVY2DL1B,2,38.88,77.76,6/26/2016,completed,08:41.0,08:41.0
7966,160234,B0FDH4ZD4V,3,89.16,267.48,6/26/2016,completed,08:41.0,08:41.0
7967,160234,B09T656MTH,2,80.1,160.2,6/26/2016,completed,08:41.0,08:41.0
7968,160241,B07VGHPTD6,2,126.66,253.32,11/29/2016,completed,08:41.0,08:41.0
7969,160241,B093QYKCJX,3,194.83,584.49,11/29/2016,completed,08:41.0,08:41.0
7970,160304,B071S5WKGF,1,68.84,68.84,1/2/2016,completed,08:41.0,08:41.0
7971,160304,B09GH2TBT4,3,168.95,506.85,1/2/2016,completed,08:41.0,08:41.0
7972,160304,B09Q8P9T7T,2,315,630,1/2/2016,completed,08:41.0,08:41.0
7973,160304,B0BZV9DVVD,2,185,370,1/2/2016,completed,08:41.0,08:41.0
7974,160304,B0D79JX7LS,2,219,438,1/2/2016,completed,08:41.0,08:41.0
7975,160479,B0C4L1XV7S,2,28.68,57.36,9/15/2016,completed,08:41.0,08:41.0
7976,160479,B07WGMD9ND,1,920,920,9/15/2016,completed,08:41.0,08:41.0
7977,160479,B0DYHCQF91,2,62.99,125.98,9/15/2016,completed,08:41.0,08:41.0
7978,160486,B084P5D3L2,1,212.13,212.13,12/30/2016,completed,08:41.0,08:41.0
7979,160500,B0DVZLZCP8,1,197,197,5/5/2016,completed,08:41.0,08:41.0
7980,160535,B07C3VH84K,3,30,90,11/25/2016,completed,08:41.1,08:41.1
7981,160535,B0D2NRH988,1,99,99,11/25/2016,completed,08:41.1,08:41.1
7982,160535,B083QB83QS,2,213,426,11/25/2016,completed,08:41.1,08:41.1
7983,160535,B0CNLPRZ42,1,71.99,71.99,11/25/2016,completed,08:41.1,08:41.1
7984,160535,B0C9T8FKRP,1,66,66,11/25/2016,completed,08:41.1,08:41.1
7985,160598,B09W9P3NHF,2,108.56,217.12,8/26/2016,completed,08:41.1,08:41.1
7986,160598,B077B21R9X,1,119,119,8/26/2016,completed,08:41.1,08:41.1
7987,160598,B096M2QVYV,3,81.38,244.14,8/26/2016,completed,08:41.1,08:41.1
7988,160598,B0C7VYV6FC,3,70.04,210.12,8/26/2016,completed,08:41.1,08:41.1
7989,160717,B09CTMFHQ2,3,39.99,119.97,6/6/2016,completed,08:41.1,08:41.1
7990,160745,B0BH4LXN6F,1,28,28,12/11/2016,completed,08:41.1,08:41.1
7991,160745,B071X15FV2,1,149.1,149.1,12/11/2016,completed,08:41.1,08:41.1
7992,160815,B014VBHEFW,1,,,9/5/2016,completed,08:41.1,08:41.1
7993,160815,B0D657SQ9R,1,116.69,116.69,9/5/2016,completed,08:41.1,08:41.1
7994,160815,B083N2253Y,3,142.14,426.42,9/5/2016,completed,08:41.1,08:41.1
7995,160815,B00IE06G6U,2,131.42,262.84,9/5/2016,completed,08:41.1,08:41.1
7996,160815,B0BN1N4PHB,2,24.89,49.78,9/5/2016,completed,08:41.1,08:41.1
7997,160941,B0CJXNTL7M,2,79,158,7/21/2016,completed,08:41.1,08:41.1
7998,160941,B004AOLA1A,1,121.08,121.08,7/21/2016,completed,08:41.1,08:41.1
7999,160941,B0B6P6SKC5,1,29,29,7/21/2016,completed,08:41.1,08:41.1
8000,161025,B0CN9SP9R5,3,318,954,12/3/2016,completed,08:41.1,08:41.1
8001,161025,B09YTHDY77,2,763,1526,12/3/2016,completed,08:41.1,08:41.1
8002,161025,B0B5NCP6NM,1,411.11,411.11,12/3/2016,completed,08:41.1,08:41.1
8003,161095,B0BJKPZZVJ,1,23,23,6/28/2016,completed,08:41.1,08:41.1
8004,161095,B0FH4LP5ZW,2,79,158,6/28/2016,completed,08:41.1,08:41.1
8005,161158,B0BHYSVGLT,1,39.66,39.66,5/9/2016,completed,08:41.1,08:41.1
8006,161158,B0748NBPF3,3,90,270,5/9/2016,completed,08:41.1,08:41.1
8007,161158,B09M8WW8P8,3,114,342,5/9/2016,completed,08:41.1,08:41.1
8008,161158,B07BLF1M8C,3,82,246,5/9/2016,completed,08:41.1,08:41.1
8009,161207,B0B2VC417D,2,50,100,8/29/2016,completed,08:41.1,08:41.1
8010,161207,B08LV2FDDN,1,50,50,8/29/2016,completed,08:41.1,08:41.1
8011,161207,B0CJJ99V6S,1,29.57,29.57,8/29/2016,completed,08:41.1,08:41.1
8012,161207,B0BH4MQ8KD,1,11.2,11.2,8/29/2016,completed,08:41.1,08:41.1
8013,161207,B082HMQ14X,3,73.47,220.41,8/29/2016,completed,08:41.1,08:41.1
8014,161361,B07RGQJQSH,3,22.66,67.98,3/26/2016,completed,08:41.1,08:41.1
8015,161389,B078T6RZWX,3,91.65,274.95,12/5/2016,completed,08:41.1,08:41.1
8016,161389,B095W5RHSX,3,65.48,196.44,12/5/2016,completed,08:41.1,08:41.1
8017,161389,B083FWJZ9X,2,59,118,12/5/2016,completed,08:41.1,08:41.1
8018,161473,B07P7SH3CY,2,28,56,4/1/2016,completed,08:41.1,08:41.1
8019,161473,B09V7WFXST,3,62.14,186.42,4/1/2016,completed,08:41.1,08:41.1
8020,161473,B08TMBXXZ4,1,85,85,4/1/2016,completed,08:41.1,08:41.1
8021,161473,B07NWYNZ6L,2,156.1,312.2,4/1/2016,completed,08:41.1,08:41.1
8022,161543,B07Q319QJ1,2,23.06,46.12,5/10/2016,completed,08:41.1,08:41.1
8023,161662,B001TK3CHI,3,519,1557,2/7/2016,completed,08:41.1,08:41.1
8024,161662,B0BKQHQZHL,1,20.4,20.4,2/7/2016,completed,08:41.1,08:41.1
8025,161669,B0791BF9WL,3,24,72,11/7/2016,completed,08:41.1,08:41.1
8026,161669,B0C4Q2LHPK,3,38.68,116.04,11/7/2016,completed,08:41.1,08:41.1
8027,161676,B07J9Z2WK6,3,68.99,206.97,7/18/2016,completed,08:41.1,08:41.1
8028,161746,B0D81B4WL2,2,59.4,118.8,10/21/2016,completed,08:41.1,08:41.1
8029,161746,B09R2K2SFF,1,459,459,10/21/2016,completed,08:41.1,08:41.1
8030,161781,B01N0X24IC,2,80.18,160.36,9/29/2016,completed,08:41.1,08:41.1
8031,161781,B097F42SJN,1,215,215,9/29/2016,completed,08:41.1,08:41.1
8032,161816,B0FFMX7VJH,2,16.82,33.64,4/28/2016,completed,08:41.1,08:41.1
8033,161816,B0B6P8SKSB,1,22.78,22.78,4/28/2016,completed,08:41.1,08:41.1
8034,161816,B09BD71BDZ,3,150,450,4/28/2016,completed,08:41.1,08:41.1
8035,161907,B0785VXRX2,3,100,300,4/5/2016,completed,08:41.1,08:41.1
8036,161907,B0DWQ8HNQ4,2,395,790,4/5/2016,completed,08:41.1,08:41.1
8037,161928,B0CSB4X7K1,2,67.83,135.66,6/27/2016,completed,08:41.1,08:41.1
8038,161928,B0B6NDCLRK,1,745.91,745.91,6/27/2016,completed,08:41.1,08:41.1
8039,161928,B07RVG42Z5,1,120.04,120.04,6/27/2016,completed,08:41.1,08:41.1
8040,161928,B0C2C2TRL8,2,55,110,6/27/2016,completed,08:41.1,08:41.1
8041,162082,B09GNVJNP6,3,33.52,100.56,3/14/2016,completed,08:41.1,08:41.1
8042,162082,B00WW7574S,1,38.18,38.18,3/14/2016,completed,08:41.1,08:41.1
8043,162082,B0D3WYB1H7,3,128,384,3/14/2016,completed,08:41.1,08:41.1
8044,162082,B0D9MCND7L,2,329,658,3/14/2016,completed,08:41.1,08:41.1
8045,162110,B0BQVVLSYV,2,425.03,850.06,7/18/2016,completed,08:41.1,08:41.1
8046,162110,B07LGTYB8Z,3,27.24,81.72,7/18/2016,completed,08:41.1,08:41.1
8047,162110,B0B6P7TF5T,1,20.38,20.38,7/18/2016,completed,08:41.1,08:41.1
8048,162110,B01BTGXFN2,2,61.22,122.44,7/18/2016,completed,08:41.1,08:41.1
8049,162138,B07MMB69VQ,1,20.79,20.79,4/23/2016,completed,08:41.1,08:41.1
8050,162138,B09JKQK7LM,2,27.27,54.54,4/23/2016,completed,08:41.1,08:41.1
8051,162138,B07RP2KVFX,3,31.1,93.3,4/23/2016,completed,08:41.1,08:41.1
8052,162138,B07V5N4166,1,61.67,61.67,4/23/2016,completed,08:41.1,08:41.1
8053,162138,B08N5DZF2Q,1,26.72,26.72,4/23/2016,completed,08:41.1,08:41.1
8054,162159,B0BXH75SFW,1,26.91,26.91,9/16/2016,completed,08:41.1,08:41.1
8055,162159,B07V7FXVKV,2,59,118,9/16/2016,completed,08:41.1,08:41.1
8056,162159,B072KV1BRT,1,187,187,9/16/2016,completed,08:41.1,08:41.1
8057,162159,B09F9C47V8,2,24,48,9/16/2016,completed,08:41.1,08:41.1
8058,162159,B0DPH4YKQB,3,32,96,9/16/2016,completed,08:41.1,08:41.1
8059,162187,B07DP2ZB5L,2,34.22,68.44,12/11/2016,completed,08:41.1,08:41.1
8060,162187,B08H29C2VF,2,19,38,12/11/2016,completed,08:41.1,08:41.1
8061,162187,B0007L8A18,2,85,170,12/11/2016,completed,08:41.1,08:41.1
8062,162187,B0DPZQG21Y,2,35.99,71.98,12/11/2016,completed,08:41.1,08:41.1
8063,162222,B00M17LFWM,2,109,218,4/3/2016,completed,08:41.1,08:41.1
8064,162222,B0C6T15HHJ,1,51,51,4/3/2016,completed,08:41.1,08:41.1
8065,162222,B0B1WLQVD3,1,378.44,378.44,4/3/2016,completed,08:41.1,08:41.1
8066,162222,B09J93ZL9K,2,53,106,4/3/2016,completed,08:41.1,08:41.1
8067,162222,B07KSGKQW1,1,60,60,4/3/2016,completed,08:41.1,08:41.1
8068,162236,B0B1N5P6LN,3,124.88,374.64,11/4/2016,completed,08:41.1,08:41.1
8069,162313,B0CLPGFG3N,1,108,108,11/27/2016,completed,08:41.1,08:41.1
8070,162313,B07FXMBLY1,2,130.5,261,11/27/2016,completed,08:41.1,08:41.1
8071,162313,B0C6QSK5ZV,2,799,1598,11/27/2016,completed,08:41.1,08:41.1
8072,162313,B0F83RSFYD,3,99,297,11/27/2016,completed,08:41.1,08:41.1
8073,162348,B0829S74BW,3,152.56,457.68,11/10/2016,completed,08:41.1,08:41.1
8074,162348,B071GZ8GXK,3,213.94,641.82,11/10/2016,completed,08:41.1,08:41.1
8075,162348,B07DYWLR62,2,89.17,178.34,11/10/2016,completed,08:41.1,08:41.1
8076,162348,B09CQ55Y8Z,2,109,218,11/10/2016,completed,08:41.1,08:41.1
8077,162348,B011JIO0K2,2,183.98,367.96,11/10/2016,completed,08:41.1,08:41.1
8078,162355,B07MDSDHP8,2,339,678,6/30/2016,completed,08:41.1,08:41.1
8079,162355,B0CHVMY99R,2,48.43,96.86,6/30/2016,completed,08:41.1,08:41.1
8080,162383,B0DK2G5R56,1,195,195,9/5/2016,completed,08:41.1,08:41.1
8081,162390,B08WRRPH6S,2,30.37,60.74,12/6/2016,completed,08:41.1,08:41.1
8082,162390,B0C3MV2GZ4,1,173.06,173.06,12/6/2016,completed,08:41.1,08:41.1
8083,162404,B0CVS97FB2,2,255,510,7/23/2016,completed,08:41.1,08:41.1
8084,162614,B08915N83P,1,149,149,10/7/2016,completed,08:41.1,08:41.1
8085,162726,B0F48HR8WK,2,79.9,159.8,12/27/2016,completed,08:41.1,08:41.1
8086,162726,B0F3Q947PP,3,40,120,12/27/2016,completed,08:41.1,08:41.1
8087,162726,B093Q7N84V,3,300,900,12/27/2016,completed,08:41.1,08:41.1
8088,162726,B075Z3DK4H,2,38,76,12/27/2016,completed,08:41.1,08:41.1
8089,162733,B00B193P5Q,1,165.68,165.68,5/11/2016,completed,08:41.1,08:41.1
8090,162747,B09496CF1N,2,57.96,115.92,3/20/2016,completed,08:41.1,08:41.1
8091,162747,B07JYSLHBY,2,135.64,271.28,3/20/2016,completed,08:41.1,08:41.1
8092,162901,B07G2MCQQK,3,197,591,3/28/2016,completed,08:41.1,08:41.1
8093,162943,B0915PKQ6S,2,321.46,642.92,7/24/2016,completed,08:41.1,08:41.1
8094,162943,B00UKOYD18,1,35.72,35.72,7/24/2016,completed,08:41.1,08:41.1
8095,162943,B000QULS3M,3,193.82,581.46,7/24/2016,completed,08:41.1,08:41.1
8096,162943,B0B3MNTPLV,2,107,214,7/24/2016,completed,08:41.1,08:41.1
8097,162943,B0C556N9LZ,2,98,196,7/24/2016,completed,08:41.1,08:41.1
8098,163048,B0B9GG62PC,3,35,105,2/8/2016,completed,08:41.1,08:41.1
8099,163048,B0DK3LMMVL,1,112,112,2/8/2016,completed,08:41.1,08:41.1
8100,163153,B00MOUVMAQ,3,46.93,140.79,3/21/2016,completed,08:41.1,08:41.1
8101,163167,B07QS8Z2FT,2,44,88,11/28/2016,completed,08:41.1,08:41.1
8102,163167,B0D9TGGCDD,2,484.17,968.34,11/28/2016,completed,08:41.1,08:41.1
8103,163167,B0CP6W8N6W,1,132.91,132.91,11/28/2016,completed,08:41.1,08:41.1
8104,163167,B00W80Z87K,1,115.91,115.91,11/28/2016,completed,08:41.1,08:41.1
8105,163167,B06XRBD7JS,1,104,104,11/28/2016,completed,08:41.1,08:41.1
8106,163174,B0CFY5Z7Q9,2,85,170,8/26/2016,completed,08:41.1,08:41.1
8107,163202,B0D6B4C15Q,1,42.74,42.74,9/27/2016,completed,08:41.1,08:41.1
8108,163202,B07TBPGMZM,3,197.45,592.35,9/27/2016,completed,08:41.1,08:41.1
8109,163202,B08JJ2SC6Q,2,52,104,9/27/2016,completed,08:41.1,08:41.1
8110,163202,B0751BJCYL,1,,,9/27/2016,completed,08:41.1,08:41.1
8111,163216,B07GC92QXM,2,282.36,564.72,10/7/2016,completed,08:41.1,08:41.1
8112,163216,B0C8SCRMCF,1,52,52,10/7/2016,completed,08:41.1,08:41.1
8113,163216,B0D7QYT3J8,3,180.05,540.15,10/7/2016,completed,08:41.1,08:41.1
8114,163216,B0B2WZ28MP,3,108,324,10/7/2016,completed,08:41.1,08:41.1
8115,163216,B0CQ8BTRTJ,2,216.07,432.14,10/7/2016,completed,08:41.1,08:41.1
8116,163328,B07JGQM7DC,2,40,80,11/4/2016,completed,08:41.1,08:41.1
8117,163328,B0C3KCD42V,2,143.28,286.56,11/4/2016,completed,08:41.1,08:41.1
8118,163328,B07F97H2CW,2,,,11/4/2016,completed,08:41.1,08:41.1
8119,163384,B07BMZVJWB,2,39.99,79.98,11/10/2016,completed,08:41.1,08:41.1
8120,163384,B077GVPVGJ,2,182,364,11/10/2016,completed,08:41.1,08:41.1
8121,163384,B0B23V22XY,1,655.62,655.62,11/10/2016,completed,08:41.1,08:41.1
8122,163398,B007B9MFKQ,2,99,198,5/3/2016,completed,08:41.1,08:41.1
8123,163398,B0B7MMMM5X,1,179.55,179.55,5/3/2016,completed,08:41.1,08:41.1
8124,163398,B0B6FHTHQC,3,130.99,392.97,5/3/2016,completed,08:41.1,08:41.1
8125,163398,B07Z79P5SP,1,139,139,5/3/2016,completed,08:41.1,08:41.1
8126,163398,B0BX91GYMG,1,333.57,333.57,5/3/2016,completed,08:41.1,08:41.1
8127,163573,B0946Z28HJ,2,479,958,11/24/2016,completed,08:41.1,08:41.1
8128,163573,B07FN16FHR,1,315.72,315.72,11/24/2016,completed,08:41.1,08:41.1
8129,163594,B0BCL1YDJW,1,32,32,4/12/2016,completed,08:41.1,08:41.1
8130,163636,B07S35HS74,2,34.21,68.42,12/5/2016,completed,08:41.1,08:41.1
8131,163636,B01MQYDY5X,3,309,927,12/5/2016,completed,08:41.1,08:41.1
8132,163755,B000AR96IK,1,148,148,11/4/2016,completed,08:41.1,08:41.1
8133,163755,B0BPS48THR,2,20.44,40.88,11/4/2016,completed,08:41.1,08:41.1
8134,163755,B0C339MWMY,3,161,483,11/4/2016,completed,08:41.1,08:41.1
8135,163776,B09C8KPFK6,3,26.51,79.53,7/19/2016,completed,08:41.1,08:41.1
8136,163776,B0CMCXFXLP,3,98,294,7/19/2016,completed,08:41.1,08:41.1
8137,163776,B0DLP1GJQ6,3,134.04,402.12,7/19/2016,completed,08:41.1,08:41.1
8138,163776,B083VRFLVN,2,120,240,7/19/2016,completed,08:41.1,08:41.1
8139,163776,B0BWK4GPRG,1,54.5,54.5,7/19/2016,completed,08:41.1,08:41.1
8140,163804,B00HCN7F9C,3,30.39,91.17,12/2/2016,completed,08:41.1,08:41.1
8141,163804,B0C864N5H6,1,94.59,94.59,12/2/2016,completed,08:41.1,08:41.1
8142,163804,B0BT7DDPKC,3,147,441,12/2/2016,completed,08:41.1,08:41.1
8143,163937,B0DQDPPVCR,3,49,147,1/10/2016,completed,08:41.1,08:41.1
8144,163937,B07ZQFLRY6,1,59.5,59.5,1/10/2016,completed,08:41.1,08:41.1
8145,163937,B07YPRGZQ3,1,,,1/10/2016,completed,08:41.1,08:41.1
8146,163937,B0CV4G2YXC,3,237.78,713.34,1/10/2016,completed,08:41.1,08:41.1
8147,163951,B0B33ZX8GJ,2,124,248,12/30/2016,completed,08:41.1,08:41.1
8148,163972,B09N7N6FW3,3,523.26,1569.78,10/17/2016,completed,08:41.1,08:41.1
8149,163972,B08MQVW17J,1,89.61,89.61,10/17/2016,completed,08:41.1,08:41.1
8150,163986,B083B8RY7M,2,28.98,57.96,9/3/2016,completed,08:41.1,08:41.1
8151,163986,B07G353VXZ,1,85,85,9/3/2016,completed,08:41.1,08:41.1
8152,163986,B086W6K44B,2,119,238,9/3/2016,completed,08:41.1,08:41.1
8153,164035,B0B69S9DST,3,635,1905,6/12/2016,completed,08:41.1,08:41.1
8154,164091,B07N4RFFBN,1,52.57,52.57,9/17/2016,completed,08:41.1,08:41.1
8155,164091,B0BJ9KN962,3,62.07,186.21,9/17/2016,completed,08:41.1,08:41.1
8156,164091,B0D8CJB151,3,1535,4605,9/17/2016,completed,08:41.1,08:41.1
8157,164154,B08V8PW35K,2,71.34,142.68,9/11/2016,completed,08:41.1,08:41.1
8158,164154,B01E61B53E,3,21,63,9/11/2016,completed,08:41.1,08:41.1
8159,164350,B07HFTGMXJ,1,18,18,9/10/2016,completed,08:41.1,08:41.1
8160,164350,B06XRBD7JS,2,104,208,9/10/2016,completed,08:41.1,08:41.1
8161,164350,B07XZ9PY28,1,10,10,9/10/2016,completed,08:41.1,08:41.1
8162,164350,B08F5JR97J,1,50,50,9/10/2016,completed,08:41.1,08:41.1
8163,164350,B06XWH6SCR,1,65,65,9/10/2016,completed,08:41.1,08:41.1
8164,164399,B0B8JBK575,1,13.55,13.55,11/12/2016,completed,08:41.1,08:41.1
8165,164399,B0D153H2VZ,2,63.61,127.22,11/12/2016,completed,08:41.1,08:41.1
8166,164399,B09FK2JSGS,1,111.46,111.46,11/12/2016,completed,08:41.1,08:41.1
8167,164399,B0CZTSVWL3,3,79,237,11/12/2016,completed,08:41.1,08:41.1
8168,164483,B001HY4OZU,1,76.1,76.1,1/30/2016,completed,08:41.1,08:41.1
8169,164483,B081N5QZGH,3,99,297,1/30/2016,completed,08:41.1,08:41.1
8170,164490,B073H46FFK,2,110.83,221.66,9/5/2016,completed,08:41.1,08:41.1
8171,164490,B081D7RHYR,3,44,132,9/5/2016,completed,08:41.1,08:41.1
8172,164511,B0C9ZPF8K2,3,149,447,11/19/2016,completed,08:41.1,08:41.1
8173,164511,B0C2FYX27Z,2,101.81,203.62,11/19/2016,completed,08:41.1,08:41.1
8174,164511,B07VP3N689,3,65,195,11/19/2016,completed,08:41.1,08:41.1
8175,164574,B00TVBOL6S,3,92.27,276.81,7/29/2016,completed,08:41.1,08:41.1
8176,164574,B0BL6FCFRL,2,207.6,415.2,7/29/2016,completed,08:41.1,08:41.1
8177,164637,B0D875TFDP,2,39.99,79.98,3/4/2016,completed,08:41.1,08:41.1
8178,164637,B09MJ3QLSN,1,16.63,16.63,3/4/2016,completed,08:41.1,08:41.1
8179,164637,B0CV4DJXMZ,3,314.18,942.54,3/4/2016,completed,08:41.1,08:41.1
8180,164672,B07C9GY2YY,2,115,230,5/8/2016,completed,08:41.1,08:41.1
8181,164672,B0CFTX1541,2,129,258,5/8/2016,completed,08:41.1,08:41.1
8182,164672,B0D848M27Z,3,249.06,747.18,5/8/2016,completed,08:41.1,08:41.1
8183,164672,B09PWNC54V,1,16.44,16.44,5/8/2016,completed,08:41.1,08:41.1
8184,164735,B0B854RCYP,3,29,87,4/14/2016,completed,08:41.1,08:41.1
8185,164735,B0DK448X5S,2,444.09,888.18,4/14/2016,completed,08:41.1,08:41.1
8186,164735,B0BRV6NTPX,1,22.65,22.65,4/14/2016,completed,08:41.1,08:41.1
8187,164735,B0B8R623LV,1,680,680,4/14/2016,completed,08:41.1,08:41.1
8188,164770,B08P2CBTP6,3,68.16,204.48,12/2/2016,completed,08:41.1,08:41.1
8189,164770,B0CJTZLZZ5,3,160,480,12/2/2016,completed,08:41.1,08:41.1
8190,164770,B0BH4MQ8KD,1,11.2,11.2,12/2/2016,completed,08:41.1,08:41.1
8191,164770,B0B1CRVRST,3,19.99,59.97,12/2/2016,completed,08:41.1,08:41.1
8192,164770,B07H92KTQH,2,61,122,12/2/2016,completed,08:41.1,08:41.1
8193,164784,B0DK2BDKD1,2,187.66,375.32,5/1/2016,completed,08:41.1,08:41.1
8194,164784,B0DXQ7DBNX,3,180.09,540.27,5/1/2016,completed,08:41.1,08:41.1
8195,164784,B07S6NT8GF,2,154.12,308.24,5/1/2016,completed,08:41.1,08:41.1
8196,164784,B07VDQH2Q6,3,41.38,124.14,5/1/2016,completed,08:41.1,08:41.1
8197,164784,B0FD7Q77HK,1,249,249,5/1/2016,completed,08:41.1,08:41.1
8198,164889,B0C33C9ZF2,1,194.74,194.74,6/3/2016,completed,08:41.1,08:41.1
8199,164889,B07S9RW7QD,3,7.84,23.52,6/3/2016,completed,08:41.1,08:41.1
8200,164896,B07RNKBXZ7,2,50,100,11/7/2016,completed,08:41.1,08:41.1
8201,164896,B09FM5PMN3,1,179,179,11/7/2016,completed,08:41.1,08:41.1
8202,164896,B07PBBH8V9,2,20.23,40.46,11/7/2016,completed,08:41.1,08:41.1
8203,164896,B0019IM4V0,3,75,225,11/7/2016,completed,08:41.1,08:41.1
8204,164924,B08F3BK8KB,2,18.49,36.98,7/10/2016,completed,08:41.1,08:41.1
8205,164924,B0C8SFSSLM,1,20,20,7/10/2016,completed,08:41.1,08:41.1
8206,164924,B07WD5XR34,3,158.88,476.64,7/10/2016,completed,08:41.1,08:41.1
8207,164924,B0F2FN5KGQ,3,26.95,80.85,7/10/2016,completed,08:41.1,08:41.1
8208,164924,B0DPLQMZZ4,1,104,104,7/10/2016,completed,08:41.1,08:41.1
8209,164938,B01LVYXGXZ,1,88.24,88.24,2/11/2016,completed,08:41.1,08:41.1
8210,165015,B09B9ZPJYR,1,73,73,2/25/2016,completed,08:41.1,08:41.1
8211,165015,B0C2HYPZRV,1,196,196,2/25/2016,completed,08:41.1,08:41.1
8212,165015,B0BJPS5PBL,3,139.97,419.91,2/25/2016,completed,08:41.1,08:41.1
8213,165015,B00OLYMQ30,1,69,69,2/25/2016,completed,08:41.1,08:41.1
8214,165148,B01N7W36MX,1,230.65,230.65,10/22/2016,completed,08:41.1,08:41.1
8215,165148,B00N1997B0,3,49,147,10/22/2016,completed,08:41.1,08:41.1
8216,165148,B07VK9664Z,1,74.43,74.43,10/22/2016,completed,08:41.1,08:41.1
8217,165169,B09YH2HRG6,3,82.33,246.99,6/5/2016,completed,08:41.1,08:41.1
8218,165169,B08X4M12XR,3,473,1419,6/5/2016,completed,08:41.1,08:41.1
8219,165169,B016R0KSUI,2,221.51,443.02,6/5/2016,completed,08:41.1,08:41.1
8220,165169,B09BBHX3HL,3,610,1830,6/5/2016,completed,08:41.1,08:41.1
8221,165218,B081D4HJ5N,2,22.19,44.38,3/5/2016,completed,08:41.1,08:41.1
8222,165218,B0DXQYHXR8,3,39.67,119.01,3/5/2016,completed,08:41.1,08:41.1
8223,165218,B0875DHJFH,3,161,483,3/5/2016,completed,08:41.1,08:41.1
8224,165218,B0C9TSVQ67,3,118,354,3/5/2016,completed,08:41.1,08:41.1
8225,165218,B07N13F248,2,202.81,405.62,3/5/2016,completed,08:41.1,08:41.1
8226,165316,B09X11Y2V8,3,306.84,920.52,7/23/2016,completed,08:41.1,08:41.1
8227,165316,B07DYWLR62,1,89.17,89.17,7/23/2016,completed,08:41.1,08:41.1
